date,open,high,low,close,volume,adj_close
2008-07-07,1262.90,1273.95,1240.68,1252.31,5265420000,1252.31
2008-07-03,1262.96,1271.48,1252.01,1262.90,3247590000,1262.90
2008-07-02,1285.82,1292.17,1261.51,1261.52,5276090000,1261.52
2008-07-01,1276.69,1285.31,1260.68,1284.91,5846290000,1284.91
2008-06-30,1278.06,1290.31,1274.86,1280.00,5032330000,1280.00
2008-06-27,1283.60,1289.45,1272.00,1278.38,6208260000,1278.38
2008-06-26,1316.29,1316.29,1283.15,1283.15,5231280000,1283.15
2008-06-25,1314.54,1335.63,1314.54,1321.97,4825640000,1321.97
2008-06-24,1317.23,1326.02,1304.42,1314.29,4705050000,1314.29
2008-06-23,1319.77,1323.78,1315.31,1318.00,4186370000,1318.00
2008-06-20,1341.02,1341.02,1314.46,1317.93,5324900000,1317.93
2008-06-19,1336.89,1347.66,1330.50,1342.83,4811670000,1342.83
2008-06-18,1349.59,1349.59,1333.40,1337.81,4573570000,1337.81
2008-06-17,1360.71,1366.59,1350.54,1350.93,3801960000,1350.93
2008-06-16,1358.85,1364.70,1352.07,1360.14,3706940000,1360.14
2008-06-13,1341.81,1360.03,1341.71,1360.03,4080420000,1360.03
2008-06-12,1335.78,1353.03,1331.29,1339.87,4734240000,1339.87
2008-06-11,1357.09,1357.09,1335.47,1335.49,4779980000,1335.49
2008-06-10,1358.98,1366.84,1351.56,1358.44,4635070000,1358.44
2008-06-09,1360.83,1370.63,1350.62,1361.76,4404570000,1361.76
2008-06-06,1400.06,1400.06,1359.90,1360.68,4771660000,1360.68
2008-06-05,1377.48,1404.05,1377.48,1404.05,4350790000,1404.05
2008-06-04,1376.26,1388.18,1371.74,1377.20,4338640000,1377.20
2008-06-03,1386.42,1393.12,1370.12,1377.65,4396380000,1377.65
2008-06-02,1399.62,1399.62,1377.79,1385.67,3714320000,1385.67
2008-05-30,1398.36,1404.46,1398.08,1400.38,3845630000,1400.38
2008-05-29,1390.50,1406.32,1388.59,1398.26,3894440000,1398.26
2008-05-28,1386.54,1391.25,1378.16,1390.84,3927240000,1390.84
2008-05-27,1375.97,1387.40,1373.07,1385.35,3588860000,1385.35
2008-05-23,1392.20,1392.20,1373.72,1375.93,3516380000,1375.93
2008-05-22,1390.83,1399.07,1390.23,1394.35,3955960000,1394.35
2008-05-21,1414.06,1419.12,1388.81,1390.71,4517990000,1390.71
2008-05-20,1424.49,1424.49,1409.09,1413.40,3854320000,1413.40
2008-05-19,1425.28,1440.24,1421.63,1426.63,3683970000,1426.63
2008-05-16,1423.89,1425.82,1414.35,1425.35,3842590000,1425.35
2008-05-15,1408.36,1424.40,1406.87,1423.57,3836480000,1423.57
2008-05-14,1405.65,1420.19,1405.65,1408.66,3979370000,1408.66
2008-05-13,1404.40,1406.30,1396.26,1403.04,4018590000,1403.04
2008-05-12,1389.40,1404.06,1386.20,1403.58,3370630000,1403.58
2008-05-09,1394.90,1394.90,1384.11,1388.28,3518620000,1388.28
2008-05-08,1394.29,1402.35,1389.39,1397.68,3827550000,1397.68
2008-05-07,1417.49,1419.54,1391.16,1392.57,4075860000,1392.57
2008-05-06,1405.60,1421.57,1397.10,1418.26,3924100000,1418.26
2008-05-05,1415.34,1415.34,1404.37,1407.49,3410090000,1407.49
2008-05-02,1409.16,1422.72,1406.25,1413.90,3953030000,1413.90
2008-05-01,1385.97,1410.07,1383.07,1409.34,4448780000,1409.34
2008-04-30,1391.22,1404.57,1384.25,1385.59,4508890000,1385.59
2008-04-29,1395.61,1397.00,1386.70,1390.94,3815320000,1390.94
2008-04-28,1397.96,1402.90,1394.40,1396.37,3607000000,1396.37
2008-04-25,1387.88,1399.11,1379.98,1397.84,3891150000,1397.84
2008-04-24,1380.52,1397.72,1371.09,1388.82,4461660000,1388.82
2008-04-23,1378.40,1387.87,1372.24,1379.93,4103610000,1379.93
2008-04-22,1386.43,1386.43,1369.84,1375.94,3821900000,1375.94
2008-04-21,1387.72,1390.23,1379.25,1388.17,3420570000,1388.17
2008-04-18,1369.00,1395.90,1369.00,1390.33,4222380000,1390.33
2008-04-17,1363.37,1368.60,1357.25,1365.56,3713880000,1365.56
2008-04-16,1337.02,1365.49,1337.02,1364.71,4260370000,1364.71
2008-04-15,1331.72,1337.72,1324.35,1334.43,3581230000,1334.43
2008-04-14,1332.20,1335.64,1326.16,1328.32,3565020000,1328.32
2008-04-11,1357.98,1357.98,1331.21,1332.83,3723790000,1332.83
2008-04-10,1355.37,1367.24,1350.11,1360.55,3686150000,1360.55
2008-04-09,1365.50,1368.39,1349.97,1354.49,3556670000,1354.49
2008-04-08,1370.16,1370.16,1360.62,1365.54,3602500000,1365.54
2008-04-07,1373.69,1386.74,1369.02,1372.54,3747780000,1372.54
2008-04-04,1369.85,1380.91,1362.83,1370.40,3703100000,1370.40
2008-04-03,1365.69,1375.66,1358.68,1369.31,3920100000,1369.31
2008-04-02,1369.96,1377.95,1361.55,1367.53,4320440000,1367.53
2008-04-01,1326.41,1370.18,1326.41,1370.18,4745120000,1370.18
2008-03-31,1315.92,1328.52,1312.81,1322.70,4188990000,1322.70
2008-03-28,1327.02,1334.87,1312.95,1315.22,3686980000,1315.22
2008-03-27,1340.34,1345.62,1325.66,1325.76,4037930000,1325.76
2008-03-26,1352.45,1352.45,1336.41,1341.13,4055670000,1341.13
2008-03-25,1349.07,1357.47,1341.21,1352.99,4145120000,1352.99
2008-03-24,1330.29,1359.68,1330.29,1349.88,4499000000,1349.88
2008-03-20,1299.67,1330.67,1295.22,1329.51,6145220000,1329.51
2008-03-19,1330.97,1341.51,1298.42,1298.42,1203830000,1298.42
2008-03-18,1277.16,1330.74,1277.16,1330.74,5335630000,1330.74
2008-03-17,1283.21,1287.50,1256.98,1276.60,5683010000,1276.60
2008-03-14,1316.05,1321.47,1274.86,1288.14,5153780000,1288.14
2008-03-13,1305.26,1321.68,1282.11,1315.48,5073360000,1315.48
2008-03-12,1321.13,1333.26,1307.86,1308.77,4414280000,1308.77
2008-03-11,1274.40,1320.65,1274.40,1320.65,5109080000,1320.65
2008-03-10,1293.16,1295.01,1272.66,1273.37,4261240000,1273.37
2008-03-07,1301.53,1313.24,1282.43,1293.37,4565410000,1293.37
2008-03-06,1332.20,1332.20,1303.42,1304.34,4323460000,1304.34
2008-03-05,1327.69,1344.19,1320.22,1333.70,4277710000,1333.70
2008-03-04,1329.58,1331.03,1307.39,1326.75,4757180000,1326.75
2008-03-03,1330.45,1335.13,1320.04,1331.34,4117570000,1331.34
2008-02-29,1364.07,1364.07,1325.42,1330.63,4426730000,1330.63
2008-02-28,1378.16,1378.16,1363.16,1367.68,3938580000,1367.68
2008-02-27,1378.95,1388.34,1372.00,1380.02,3904700000,1380.02
2008-02-26,1371.76,1387.34,1363.29,1381.29,4096060000,1381.29
2008-02-25,1352.75,1374.36,1346.03,1371.80,3866350000,1371.80
2008-02-22,1344.22,1354.30,1327.04,1353.11,3572660000,1353.11
2008-02-21,1362.21,1367.94,1339.34,1342.53,3696660000,1342.53
2008-02-20,1348.39,1363.71,1336.55,1360.03,3870520000,1360.03
2008-02-19,1355.86,1367.28,1345.05,1348.78,3613550000,1348.78
2008-02-15,1347.52,1350.00,1338.13,1349.99,3583300000,1349.99
2008-02-14,1367.33,1368.16,1347.31,1348.86,3644760000,1348.86
2008-02-13,1353.12,1369.23,1350.78,1367.21,3856420000,1367.21
2008-02-12,1340.55,1362.10,1339.36,1348.86,4044640000,1348.86
2008-02-11,1331.92,1341.40,1320.32,1339.13,3593140000,1339.13
2008-02-08,1336.88,1341.22,1321.06,1331.29,3768490000,1331.29
2008-02-07,1324.01,1347.16,1316.75,1336.91,4589160000,1336.91
2008-02-06,1339.48,1351.96,1324.34,1326.45,4008120000,1326.45
2008-02-05,1380.28,1380.28,1336.64,1336.64,4315740000,1336.64
2008-02-04,1395.38,1395.38,1379.69,1380.82,3495780000,1380.82
2008-02-01,1378.60,1396.02,1375.93,1395.42,4650770000,1395.42
2008-01-31,1351.98,1385.62,1334.08,1378.55,4970290000,1378.55
2008-01-30,1362.22,1385.86,1352.95,1355.81,4742760000,1355.81
2008-01-29,1355.94,1364.93,1350.19,1362.30,4232960000,1362.30
2008-01-28,1330.70,1353.97,1322.26,1353.96,4100930000,1353.96
2008-01-25,1357.32,1368.56,1327.50,1330.61,4882250000,1330.61
2008-01-24,1340.13,1355.15,1334.31,1352.07,5735300000,1352.07
2008-01-23,1310.41,1339.09,1270.05,1338.60,3241680000,1338.60
2008-01-22,1312.94,1322.09,1274.29,1310.50,6544690000,1310.50
2008-01-18,1333.90,1350.28,1312.51,1325.19,6004840000,1325.19
2008-01-17,1374.79,1377.72,1330.67,1333.25,5303130000,1333.25
2008-01-16,1377.41,1391.99,1364.27,1373.20,5440620000,1373.20
2008-01-15,1411.88,1411.88,1380.60,1380.95,4601640000,1380.95
2008-01-14,1402.91,1417.89,1402.91,1416.25,3682090000,1416.25
2008-01-11,1419.91,1419.91,1394.83,1401.02,4495840000,1401.02
2008-01-10,1406.78,1429.09,1395.31,1420.33,5170490000,1420.33
2008-01-09,1390.25,1409.19,1378.70,1409.13,5351030000,1409.13
2008-01-08,1415.71,1430.28,1388.30,1390.19,4705390000,1390.19
2008-01-07,1414.07,1423.87,1403.45,1416.18,4221260000,1416.18
2008-01-04,1444.01,1444.01,1411.19,1411.63,4166000000,1411.63
2008-01-03,1447.55,1456.80,1443.73,1447.16,3429500000,1447.16
2008-01-02,1467.97,1471.77,1442.07,1447.16,3452650000,1447.16
2007-12-31,1475.25,1475.83,1465.13,1468.36,2440880000,1468.36
2007-12-28,1479.83,1488.01,1471.70,1478.49,2420510000,1478.49
2007-12-27,1495.05,1495.05,1475.86,1476.27,2365770000,1476.27
2007-12-26,1495.12,1498.85,1488.20,1497.66,2010500000,1497.66
2007-12-24,1484.55,1497.63,1484.55,1496.45,1267420000,1496.45
2007-12-21,1463.19,1485.40,1463.19,1484.46,4508590000,1484.46
2007-12-20,1456.42,1461.53,1447.22,1460.12,3526890000,1460.12
2007-12-19,1454.70,1464.42,1445.31,1453.00,3401300000,1453.00
2007-12-18,1445.92,1460.16,1435.65,1454.98,3723690000,1454.98
2007-12-17,1465.05,1465.05,1445.43,1445.90,3569030000,1445.90
2007-12-14,1486.19,1486.67,1467.78,1467.95,3401050000,1467.95
2007-12-13,1483.27,1489.40,1469.21,1488.41,3635170000,1488.41
2007-12-12,1487.58,1511.96,1468.23,1486.59,4482120000,1486.59
2007-12-11,1516.68,1523.57,1475.99,1477.65,4080180000,1477.65
2007-12-10,1505.11,1518.27,1504.96,1515.96,2911760000,1515.96
2007-12-07,1508.60,1510.63,1502.66,1504.66,3177710000,1504.66
2007-12-06,1484.59,1508.02,1482.19,1507.34,3568570000,1507.34
2007-12-05,1465.22,1486.09,1465.22,1485.01,3663660000,1485.01
2007-12-04,1471.34,1471.34,1460.66,1462.79,3343620000,1462.79
2007-12-03,1479.63,1481.16,1470.08,1472.42,3323250000,1472.42
2007-11-30,1471.83,1488.94,1470.89,1481.14,4422200000,1481.14
2007-11-29,1467.41,1473.81,1458.36,1469.72,3524730000,1469.72
2007-11-28,1432.95,1471.62,1432.95,1469.02,4508020000,1469.02
2007-11-27,1409.59,1429.49,1407.43,1428.23,4320720000,1428.23
2007-11-26,1440.74,1446.09,1406.10,1407.22,3706470000,1407.22
2007-11-23,1417.62,1440.86,1417.62,1440.70,1612720000,1440.70
2007-11-21,1434.71,1436.40,1415.64,1416.77,4076230000,1416.77
2007-11-20,1434.51,1452.64,1419.28,1439.70,4875150000,1439.70
2007-11-19,1456.70,1456.70,1430.42,1433.27,4119650000,1433.27
2007-11-16,1453.09,1462.18,1443.99,1458.74,4168870000,1458.74
2007-11-15,1468.04,1472.67,1443.49,1451.15,3941010000,1451.15
2007-11-14,1483.40,1492.14,1466.47,1470.58,4031470000,1470.58
2007-11-13,1441.35,1481.37,1441.35,1481.05,4141310000,1481.05
2007-11-12,1453.66,1464.94,1438.53,1439.18,4192520000,1439.18
2007-11-09,1467.59,1474.09,1448.51,1453.70,4587050000,1453.70
2007-11-08,1475.27,1482.50,1450.31,1474.77,5439720000,1474.77
2007-11-07,1515.46,1515.46,1475.04,1475.62,4353160000,1475.62
2007-11-06,1505.33,1520.77,1499.07,1520.27,3879160000,1520.27
2007-11-05,1505.61,1510.84,1489.95,1502.17,3819330000,1502.17
2007-11-02,1511.07,1513.15,1492.53,1509.65,4285990000,1509.65
2007-11-01,1545.79,1545.79,1506.66,1508.44,4241470000,1508.44
2007-10-31,1532.15,1552.76,1529.40,1549.38,3953070000,1549.38
2007-10-30,1539.42,1539.42,1529.55,1531.02,3212520000,1531.02
2007-10-29,1536.92,1544.67,1536.43,1540.98,3124480000,1540.98
2007-10-26,1522.17,1535.53,1520.18,1535.28,3612120000,1535.28
2007-10-25,1516.15,1523.24,1500.46,1514.40,4183960000,1514.40
2007-10-24,1516.61,1517.23,1489.56,1515.88,4003300000,1515.88
2007-10-23,1509.30,1520.01,1503.61,1519.59,3309120000,1519.59
2007-10-22,1497.79,1508.06,1490.40,1506.33,3471830000,1506.33
2007-10-19,1540.00,1540.00,1500.26,1500.63,4160970000,1500.63
2007-10-18,1539.29,1542.79,1531.76,1540.08,3203210000,1540.08
2007-10-17,1544.44,1550.66,1526.01,1541.24,3638070000,1541.24
2007-10-16,1547.81,1547.81,1536.29,1538.53,3234560000,1538.53
2007-10-15,1562.25,1564.74,1540.81,1548.71,3139290000,1548.71
2007-10-12,1555.41,1563.03,1554.09,1561.80,2788690000,1561.80
2007-10-11,1564.72,1576.09,1546.72,1554.41,3911260000,1554.41
2007-10-10,1564.98,1565.42,1555.46,1562.47,3044760000,1562.47
2007-10-09,1553.18,1565.26,1551.82,1565.15,2932040000,1565.15
2007-10-08,1556.51,1556.51,1549.00,1552.58,2040650000,1552.58
2007-10-05,1543.84,1561.91,1543.84,1557.59,2919030000,1557.59
2007-10-04,1539.91,1544.02,1537.63,1542.84,2690430000,1542.84
2007-10-03,1545.80,1545.84,1536.34,1539.59,3065320000,1539.59
2007-10-02,1546.96,1548.01,1540.37,1546.63,3101910000,1546.63
2007-10-01,1527.29,1549.02,1527.25,1547.04,3281990000,1547.04
2007-09-28,1531.24,1533.74,1521.99,1526.75,2925350000,1526.75
2007-09-27,1527.32,1532.46,1525.81,1531.38,2872180000,1531.38
2007-09-26,1518.62,1529.39,1518.62,1525.42,3237390000,1525.42
2007-09-25,1516.34,1518.27,1507.13,1517.21,3187770000,1517.21
2007-09-24,1525.75,1530.18,1516.15,1517.73,3131310000,1517.73
2007-09-21,1518.75,1530.89,1518.75,1525.75,3679460000,1525.75
2007-09-20,1528.69,1529.14,1516.42,1518.75,2957700000,1518.75
2007-09-19,1519.75,1538.74,1519.75,1529.03,3846750000,1529.03
2007-09-18,1476.63,1519.89,1476.63,1519.78,3708940000,1519.78
2007-09-17,1484.24,1484.24,1471.82,1476.65,2598390000,1476.65
2007-09-14,1483.95,1485.99,1473.18,1484.25,2641740000,1484.25
2007-09-13,1471.47,1489.58,1471.47,1483.95,2877080000,1483.95
2007-09-12,1471.10,1479.50,1465.75,1471.56,2885720000,1471.56
2007-09-11,1451.69,1472.48,1451.69,1471.49,3015330000,1471.49
2007-09-10,1453.50,1462.25,1439.29,1451.70,2835720000,1451.70
2007-09-07,1478.55,1478.55,1449.07,1453.55,3191080000,1453.55
2007-09-06,1472.03,1481.49,1467.41,1478.55,2459590000,1478.55
2007-09-05,1488.76,1488.76,1466.34,1472.29,2991600000,1472.29
2007-09-04,1473.96,1496.40,1472.15,1489.42,2766600000,1489.42
2007-08-31,1457.61,1481.47,1457.61,1473.99,2731610000,1473.99
2007-08-30,1463.67,1468.43,1451.25,1457.64,2582960000,1457.64
2007-08-29,1432.01,1463.76,1432.01,1463.76,2824070000,1463.76
2007-08-28,1466.72,1466.72,1432.01,1432.36,3078090000,1432.36
2007-08-27,1479.36,1479.36,1465.98,1466.79,2406180000,1466.79
2007-08-24,1462.34,1479.40,1460.54,1479.37,2541400000,1479.37
